cue,total,cue_mfd2,response_mfd1,cue_mfd1,response_mfd2,cue_hte,response_hte,response_emotion,cue_emotion,cue_moral,response_moral,link,pos,previous_link,lower,is_synonym,degree,pos_score,neg_score,polarity
Lima,28.0,0,0,0,1,0,1,0,0.0,0,0,0.0148530682800345,n,0.0,False,,89.0,0.0,0.0,0.5
Lincoln,61.0,0,1,0,4,0,1,0,0.0,0,2,0.6327737593900511,n,0.5102040816326531,False,,98.0,0.4897959183673469,0.02040816326530612,0.7346938775510203
Linux,9.0,0,0,0,0,0,1,0,0.0,0,0,0.0044144699557397,n,0.0,False,,89.0,0.0,0.0,0.5
London,64.0,0,0,0,0,0,2,0,0.0,0,0,0.0847034632034632,n,0.0,False,,100.0,0.0,0.0,0.5
Lord of the Rings,23.0,0,0,0,1,0,1,0,0.0,0,1,0.0153582126774876,,0.0,False,,100.0,0.0,0.0,0.5
Los Angeles,23.0,0,0,0,1,0,0,0,0.0,0,1,0.0291691639806786,,0.0,False,,99.0,0.0,0.0,0.5
Louisiana,54.0,0,1,0,1,0,0,0,0.0,0,1,0.1133922022260214,n,0.0,False,,98.0,0.0,0.0,0.5
Mac,25.0,0,0,0,1,0,2,0,0.0,0,0,0.0143055961934989,n,0.0,False,,99.0,0.0,0.0,0.5
Madonna,59.0,0,5,0,7,0,0,1,0.0,0,6,0.1781095665349871,n,0.11,False,,100.0,0.17,0.03,0.5700000000000001
Maine,49.0,0,0,0,0,0,2,0,0.0,0,0,0.1338467415951888,n,0.0,False,,92.0,0.0,0.0,0.5
Manhattan,26.0,0,1,0,1,0,2,1,0.0,0,0,0.0154591737624007,n,0.0,False,,100.0,0.0,0.0,0.5
March,18.0,0,1,0,0,0,2,0,0.0,0,0,0.0229025629106424,n v,0.0,False,,100.0,0.0,0.0,0.5
Mardi Gras,34.0,0,0,0,2,0,0,0,0.0,0,0,0.046127667785174,,0.0208333333333333,False,,96.0,0.0,0.0,0.5
Mario,51.0,0,1,0,0,0,1,0,0.0,0,0,0.0330481828333587,,0.0,False,,100.0,0.0,0.0,0.5
Mars,13.0,0,0,0,0,0,0,0,0.0,0,0,0.0036198905597444,n v,0.0,False,,99.0,0.0,0.0,0.5
Marx,38.0,0,3,0,2,0,1,0,0.0,0,1,0.0559321983253375,n,0.0208333333333333,False,,96.0,0.0,0.0,0.5
Marxist,61.0,0,3,0,1,0,1,0,0.0,0,1,0.0818646760318649,a n,0.0212765957446808,False,,94.0,0.0,0.0,0.5
Mary,64.0,0,4,0,5,0,2,0,0.0,0,3,0.2364142095892064,n,0.1616161616161616,False,,99.0,0.25252525252525254,0.0,0.6262626262626263
McDonald's,89.0,0,3,0,6,0,4,2,0.0,0,3,0.363735207300115,,0.22,False,,100.0,0.0,0.06,0.47
Mediterranean,72.0,0,0,0,1,0,2,0,0.0,0,0,0.049478107606679,a n,0.0,False,,100.0,0.0,0.0,0.5
Methodist,88.0,0,2,0,5,0,1,0,0.0,0,4,0.9749868879817984,a n,0.6288659793814433,False,,97.0,0.6082474226804123,0.020618556701030927,0.7938144329896907
Mexican,47.0,0,2,0,2,0,1,0,0.0,0,0,0.2057238681036599,a n,0.16,False,,100.0,0.0,0.0,0.5
Mexico,46.0,0,2,0,4,0,4,0,0.0,0,1,0.1983192639577061,n,0.15,False,,100.0,0.12,0.03,0.545
Miami,15.0,0,0,0,1,0,3,0,0.0,0,1,0.0290013390392554,n,0.0,False,,100.0,0.0,0.0,0.5
Michael Jackson,54.0,0,2,0,5,0,3,2,0.0,0,1,0.0902846499746229,,0.0505050505050505,False,,99.0,0.0,0.030303030303030304,0.48484848484848486
Microsoft,59.0,0,2,0,3,0,4,0,0.0,0,4,0.0796884308735232,,0.0404040404040404,False,,99.0,0.0,0.0,0.5
Middle Ages,48.0,0,2,0,5,0,1,0,0.0,0,3,0.1132008801031874,,0.0606060606060606,False,,99.0,0.020202020202020204,0.04040404040404041,0.4898989898989899
Middle East,48.0,0,7,0,8,0,1,3,0.0,0,6,0.2389437067154392,,0.14,False,,100.0,0.03,0.09,0.47
Midwest,47.0,0,1,0,2,0,3,0,0.0,0,1,0.063957871163872,n,0.0204081632653061,False,,98.0,0.0,0.0,0.5
Milky Way,31.0,0,0,0,0,0,0,0,0.0,0,0,0.0085456606885178,,0.0,False,,98.0,0.0,0.0,0.5
Minecraft,74.0,0,1,0,2,0,0,0,0.0,0,1,0.0516680021391267,,0.0208333333333333,False,,96.0,0.0,0.020833333333333332,0.4895833333333333
Monday,19.0,0,0,0,0,0,0,2,0.0,0,0,0.0124791884633788,n,0.0,False,,98.0,0.0,0.0,0.5
Moore,17.0,0,3,0,2,0,2,1,0.0,0,2,0.1361479461030177,n,0.1012658227848101,False,,79.0,0.10126582278481013,0.0,0.5506329113924051
Mormon,56.0,0,2,0,11,0,2,2,0.0,0,6,0.6000584782754186,a n,0.4444444444444444,False,,99.0,0.3939393939393939,0.06060606060606061,0.6666666666666666
Morse,77.0,0,0,0,0,0,2,1,0.0,0,0,0.0222757967655926,n,0.0,False,,91.0,0.0,0.0,0.5
Moses,38.0,0,2,0,4,0,0,0,0.0,0,3,0.2028767153044383,n,0.1313131313131313,False,,99.0,0.13131313131313133,0.0,0.5656565656565656
Mozart,58.0,0,0,0,0,0,0,0,0.0,0,0,0.0213121110090807,n,0.0,False,,99.0,0.0,0.0,0.5
Mr,49.0,0,1,0,2,0,2,2,0.0,0,1,0.1565658167767629,n,0.05,False,,100.0,0.05,0.0,0.525
Mrs,81.0,0,1,0,3,0,3,2,0.0,0,0,0.3720091329995227,n,0.2755102040816326,False,,98.0,0.3163265306122449,0.0,0.6581632653061225
Muslim,78.0,0,2,0,5,0,1,0,0.0,0,3,0.4475816659122256,a n,0.24,False,,100.0,0.23,0.0,0.615
Mussolini,75.0,0,3,0,4,0,1,0,0.0,0,4,0.4029927342519392,n,0.2580645161290322,False,,93.0,0.0,0.23655913978494625,0.3817204301075269
NASA,3.0,0,0,0,0,0,0,0,0.0,0,0,0.0039393939393939,n,0.0,False,,100.0,0.0,0.0,0.5
Native American,75.0,0,1,0,2,0,2,0,0.0,0,1,0.1495273403031892,,0.0303030303030303,False,,99.0,0.020202020202020204,0.0,0.51010101010101
Native Americans,77.0,0,1,0,4,0,0,1,0.0,0,1,0.1273976441035406,,0.0707070707070707,False,,99.0,0.04040404040404041,0.030303030303030304,0.5050505050505051
Nazi,64.0,0,3,0,8,0,3,1,0.0,0,5,0.3033860253578262,a n,0.173469387755102,False,,98.0,0.0,0.09183673469387756,0.45408163265306123
Neanderthal,28.0,0,0,0,0,0,0,0,0.0,0,0,0.0173585250239269,a n s,0.0,False,,94.0,0.0,0.0,0.5
Neptune,21.0,0,0,0,0,0,1,0,0.0,0,0,0.0471594735231098,n,0.0,False,,99.0,0.0,0.0,0.5
New England,48.0,0,2,0,2,0,1,1,0.0,0,2,0.1603497071082976,,0.1020408163265306,False,,98.0,0.10204081632653061,0.0,0.5510204081632653
New Orleans,27.0,0,0,0,0,0,1,1,0.0,0,0,0.01944743221849,,0.0,False,,99.0,0.0,0.0,0.5
New Year,48.0,0,1,0,0,0,0,1,0.0,0,0,0.0175612612535151,,0.0,False,,100.0,0.0,0.0,0.5
New York,18.0,0,1,0,1,0,0,0,0.0,0,1,0.0344051371576497,,0.0,False,,100.0,0.0,0.0,0.5
New Zealand,32.0,0,0,0,2,0,0,1,0.0,0,0,0.103221521473178,,0.0816326530612244,False,,98.0,0.08163265306122448,0.0,0.5408163265306123
Newton,47.0,0,2,0,2,0,1,0,0.0,0,2,0.0786171523638129,n,0.0526315789473684,False,,95.0,0.05263157894736842,0.0,0.5263157894736842
Nile,15.0,0,0,0,2,0,0,0,0.0,0,1,0.0356444444444444,n,0.02,False,,100.0,0.0,0.02,0.49
Nintendo,68.0,0,0,0,2,0,0,1,0.0,0,0,0.0577598004740617,,0.03,False,,100.0,0.03,0.0,0.515
Noel,12.0,0,2,0,1,0,2,1,0.0,0,1,0.0107167898920476,n,0.0,False,,96.0,0.0,0.0,0.5
Nordic,34.0,0,1,0,3,0,1,0,0.0,0,2,0.0618756055061703,a n s,0.0319148936170212,False,,94.0,0.031914893617021274,0.0,0.5159574468085106
North Pole,25.0,0,0,0,0,0,0,0,0.0,0,0,0.005004081632653,,0.0,False,,100.0,0.0,0.0,0.5
Norway,49.0,0,0,0,1,0,0,1,0.0,0,0,0.0461979121107987,n,0.0,False,,100.0,0.0,0.0,0.5
November,26.0,0,1,0,0,0,1,1,0.0,0,1,0.0112020408163265,n,0.0,False,,100.0,0.0,0.0,0.5
OCD,64.0,0,3,0,2,0,3,3,0.0,0,1,0.1541348447397138,,0.0736842105263157,False,,95.0,0.05263157894736842,0.07368421052631578,0.48947368421052634
OK,55.0,0,5,0,6,0,10,1,0.0,0,7,0.2594582026958766,r n s,0.1666666666666666,False,,96.0,0.041666666666666664,0.0,0.5208333333333334
Obama,73.0,0,1,0,4,0,3,1,0.0,0,1,0.1599824127692093,,0.0,False,,99.0,0.6767676767676768,0.0,0.8383838383838385
October,12.0,0,1,0,1,0,1,0,0.0,0,1,0.0074764996907854,n,0.0,False,,100.0,0.0,0.0,0.5
Old lady,68.0,0,1,0,4,0,8,2,0.0,0,1,0.1427703405057058,,0.0909090909090909,False,,99.0,0.09090909090909091,0.0,0.5454545454545454
Olympic,70.0,0,0,0,0,0,1,0,0.0,0,0,0.0407961709755499,a,0.0,False,,100.0,0.0,0.0,0.5
Olympics,76.0,0,0,0,2,0,1,0,0.0,0,1,0.0547647535776689,n,0.02,False,,100.0,0.0,0.0,0.5
Omega,24.0,0,0,0,0,0,1,0,0.0,0,0,0.0274492573279144,n,0.0,False,,98.0,0.0,0.0,0.5
Oregon,57.0,0,0,0,0,0,0,0,0.0,0,0,0.131837583214963,n,0.0,False,,99.0,0.0,0.0,0.5
Orient,43.0,0,1,0,0,0,1,0,0.0,0,0,0.0244874906672401,n v,0.0,False,,98.0,0.0,0.0,0.5
PC,13.0,0,1,0,2,0,0,1,0.0,0,1,0.0523589955147645,n,0.0306122448979591,False,,98.0,0.0,0.0,0.5
Panama,14.0,0,0,0,1,0,1,0,0.0,0,0,0.0150170122275385,n,0.0,False,,95.0,0.0,0.0,0.5
Paris,65.0,0,0,0,1,0,0,1,0.0,0,1,0.084280554805837,n,0.0,False,,99.0,0.0,0.0,0.5
Parmesan,95.0,0,0,0,0,0,0,0,0.0,0,0,0.0498010407101316,n,0.0,False,,99.0,0.0,0.0,0.5
Pepsi,36.0,0,0,0,0,0,0,0,0.0,0,0,0.0479190278461415,n,0.0,False,,98.0,0.0,0.0,0.5
Peru,47.0,0,0,0,1,0,3,0,0.0,0,0,0.0288148951829856,n,0.0,False,,100.0,0.0,0.0,0.5
PhD,69.0,0,1,0,2,0,0,0,0.0,0,0,0.1795562092474497,n,0.0306122448979591,False,,98.0,0.04081632653061224,0.0,0.5204081632653061
Phoenix,59.0,0,1,0,0,0,2,0,0.0,0,0,0.0337207071943802,n,0.0,False,,98.0,0.0,0.0,0.5
Photoshop,44.0,0,1,0,3,0,2,0,0.0,0,3,0.0851439796335847,,0.04,False,,100.0,0.0,0.03,0.485
Pikachu,21.0,0,0,0,1,0,0,0,0.0,0,0,0.0109430875306766,,0.0,False,,86.0,0.0,0.0,0.5
Pilates,77.0,0,2,0,1,0,2,0,0.0,0,0,0.0579598173835722,n,0.0,False,,96.0,0.0,0.0,0.5
Plato,29.0,0,1,0,0,0,0,0,0.0,0,0,0.0217389686337054,n,0.0,False,,95.0,0.0,0.0,0.5
PlayStation,67.0,0,0,0,1,0,1,1,0.0,0,0,0.0942101190902028,,0.06,False,,100.0,0.06,0.0,0.53
Pluto,13.0,0,0,0,0,0,1,0,0.0,0,0,0.0069469316278361,n,0.0,False,,100.0,0.0,0.0,0.5
Pokemon,44.0,0,1,0,1,0,3,0,0.0,0,1,0.0649196894638678,,0.04,False,,100.0,0.06,0.0,0.53
Poland,68.0,0,1,0,2,0,3,0,0.0,0,2,0.3746590464792583,n,0.2959183673469387,False,,98.0,0.30612244897959184,0.0,0.653061224489796
Popeye,70.0,0,0,0,0,0,2,0,0.0,0,0,0.0257159134432527,,0.0,False,,98.0,0.0,0.0,0.5
Popsicle,49.0,0,0,0,0,0,1,0,0.0,0,0,0.0133044862804185,n,0.0,False,,95.0,0.0,0.0,0.5
Portland,21.0,0,0,0,1,0,1,0,0.0,0,0,0.021845809810208,n,0.0,False,,93.0,0.0,0.0,0.5
PowerPoint,36.0,0,0,0,0,0,1,0,0.0,0,0,0.0131833188268625,,0.0,False,,100.0,0.0,0.0,0.5
Q-Tips,72.0,0,0,0,1,0,2,0,0.0,0,0,0.0349439681684945,,0.0,False,,93.0,0.0,0.0,0.5
Quaker,69.0,0,3,0,5,0,1,1,0.0,0,5,0.4348870952452744,n,0.2873563218390804,False,,87.0,0.25287356321839083,0.022988505747126436,0.6149425287356322
Reddit,13.0,0,0,0,0,0,0,1,0.0,0,0,0.0062896955055981,,0.0,False,,77.0,0.0,0.0,0.5
Renaissance,39.0,0,1,0,1,0,2,0,0.0,0,1,0.0417795260961307,n,0.0,False,,99.0,0.0,0.0,0.5
Rhode Island,49.0,0,0,0,0,0,0,1,0.0,0,0,0.0982999157928721,,0.0,False,,92.0,0.0,0.0,0.5
Robert,15.0,0,0,0,2,0,2,0,0.0,0,1,0.0408455419612333,n,0.0204081632653061,False,,98.0,0.0,0.0,0.5
Robin Hood,49.0,0,1,0,6,0,3,2,0.0,0,3,0.2431722152382088,,0.13,False,,100.0,0.0,0.12,0.44
Roger,40.0,0,1,0,0,0,3,1,0.0,0,0,0.0253212743767018,,0.0,False,,98.0,0.0,0.0,0.5
Roman,55.0,0,3,0,4,28,2,0,0.0,0,1,0.1880076124253267,a n,0.12,False,,100.0,0.12,0.0,0.56
Romans,47.0,0,2,0,5,0,0,0,0.0,0,1,0.195926496303966,n,0.1313131313131313,False,,99.0,0.1111111111111111,0.020202020202020204,0.5454545454545454
Rome,60.0,0,0,0,3,0,1,0,0.0,0,0,0.1615029027393882,n,0.0606060606060606,False,,99.0,0.06060606060606061,0.0,0.5303030303030303
Rudolph,3.0,0,0,0,0,0,0,1,0.0,0,0,0.0044718657665086,,0.0,False,,96.0,0.0,0.0,0.5
Russia,48.0,0,4,0,3,0,1,1,0.0,0,1,0.1386887831854369,n,0.11,False,,100.0,0.12,0.0,0.56
Russian,44.0,0,4,0,5,0,6,0,0.0,0,3,0.1249668093455555,a n,0.08,False,,100.0,0.05,0.02,0.515
Sahara,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0004040404040404,n,0.0,False,,100.0,0.0,0.0,0.5
San Francisco,15.0,0,1,0,1,0,2,0,0.0,0,1,0.0184654298082869,,0.0,False,,100.0,0.0,0.0,0.5
Sandra,44.0,0,0,0,0,0,4,0,0.0,0,1,0.0239988338451152,,0.0,False,,98.0,0.0,0.0,0.5
Santa,19.0,0,0,0,0,0,3,1,0.0,0,0,0.0178891310661398,n,0.0,False,,100.0,0.0,0.0,0.5
Santa Claus,11.0,0,0,0,1,0,1,1,0.0,0,1,0.0107455718271666,,0.0,False,,100.0,0.0,0.0,0.5
Satan,83.0,0,2,0,4,11,1,0,0.0,0,5,1.055830575786633,n,0.7474747474747475,False,,99.0,0.0,0.6666666666666666,0.16666666666666669
Saturday,75.0,0,1,0,0,0,4,2,0.0,0,0,0.0650901153338561,n,0.0,False,,100.0,0.0,0.0,0.5
Saturn,25.0,0,0,0,0,0,1,0,0.0,0,0,0.0304494949494949,n,0.0,False,,100.0,0.0,0.0,0.5
Savannah,23.0,0,0,0,0,0,3,0,0.0,0,0,0.0091975154827294,n,0.0,False,,99.0,0.0,0.0,0.5
Scientology,60.0,0,2,0,7,0,3,0,0.0,0,3,0.5226351539066836,n,0.3636363636363636,False,,99.0,0.21212121212121213,0.1414141414141414,0.5353535353535354
Scotland,38.0,0,1,0,2,0,1,1,0.0,0,1,0.1064411488487583,n,0.07,False,,100.0,0.07,0.0,0.535
Seattle,27.0,0,1,0,0,0,0,1,0.0,0,0,0.0194410255980172,n,0.0,False,,100.0,0.0,0.0,0.5
Shakespeare,12.0,0,0,0,0,0,0,1,0.0,0,0,0.0033684869509831,n,0.0,False,,100.0,0.0,0.0,0.5
Sherlock,17.0,0,0,0,1,0,1,0,0.0,0,1,0.0234796949082663,n,0.0,False,,99.0,0.0,0.0,0.5
Simpsons,10.0,0,2,0,0,0,1,0,0.0,0,0,0.006925439966677,n,0.0,False,,100.0,0.0,0.0,0.5
Smith,34.0,0,0,0,0,0,3,0,0.0,0,0,0.0204459503737699,n,0.0,False,,100.0,0.0,0.0,0.5
South Africa,52.0,0,2,0,4,0,1,0,0.0,0,3,0.225290533405099,,0.1530612244897959,False,,98.0,0.1326530612244898,0.02040816326530612,0.5561224489795918
South America,54.0,0,0,0,2,0,3,0,0.0,0,1,0.0984028462783764,,0.02,False,,100.0,0.0,0.0,0.5
South Pole,23.0,0,0,0,0,0,1,1,0.0,0,0,0.0055275857091421,,0.0,False,,98.0,0.0,0.0,0.5
Soviet,88.0,0,6,0,3,0,1,0,0.0,0,3,0.2332690089398902,a n,0.0303030303030303,False,,99.0,0.020202020202020204,0.0,0.51010101010101
Space Shuttle,19.0,0,0,0,0,0,2,1,0.0,0,0,0.0129131734751931,,0.0,False,,100.0,0.0,0.0,0.5
Spain,46.0,0,0,0,2,0,2,0,0.0,0,0,0.1938254518278926,n,0.1515151515151515,False,,99.0,0.15151515151515152,0.0,0.5757575757575758
Spanish,38.0,0,3,0,3,23,0,0,0.0,0,1,0.0805672987449674,a n,0.04,False,,100.0,0.04,0.0,0.52
Sparky,30.0,0,0,0,0,0,3,1,0.0,0,0,0.0079587474042162,,0.0,False,,93.0,0.0,0.0,0.5
Spock,25.0,0,1,0,1,0,1,0,0.0,0,0,0.0430476403854346,n,0.0,False,,93.0,0.0,0.0,0.5
Stalin,67.0,0,5,0,5,0,2,0,0.0,0,4,0.2896486806467305,n,0.2040816326530612,False,,98.0,0.0,0.16326530612244897,0.41836734693877553
Star Trek,22.0,0,0,0,0,0,3,1,0.0,0,0,0.0097976622152686,,0.0,False,,99.0,0.0,0.0,0.5
Star Wars,22.0,0,0,0,1,0,0,0,0.0,0,0,0.0050443838636258,,0.0,False,,98.0,0.0,0.0,0.5
Steve,36.0,0,0,0,2,0,1,0,0.0,0,0,0.038728706962456,,0.02,False,,100.0,0.0,0.0,0.5
Sunday,53.0,0,1,0,2,0,2,2,0.0,0,2,0.214433955719568,n,0.1313131313131313,False,,99.0,0.13131313131313133,0.0,0.5656565656565656
Super Bowl,76.0,0,0,0,0,0,0,1,0.0,0,0,0.0491645987580256,,0.0,False,,96.0,0.0,0.0,0.5
Superman,42.0,0,1,0,1,0,6,1,0.0,0,1,0.0246091524810305,n,0.0,False,,100.0,0.0,0.0,0.5
Sweden,41.0,0,3,0,3,0,3,2,0.0,0,1,0.1810547173422592,n,0.1428571428571428,False,,98.0,0.15306122448979592,0.0,0.576530612244898
Swedish,59.0,0,0,0,1,0,0,0,0.0,0,0,0.0597805426353407,a n,0.0,False,,99.0,0.0,0.0,0.5
Swiss,73.0,0,1,0,1,0,3,2,0.0,0,0,0.0526002077543983,a n,0.0,False,,100.0,0.0,0.0,0.5
TV show,35.0,0,2,0,2,0,3,1,0.0,0,1,0.0596742422921559,,0.02,False,,100.0,0.02,0.0,0.51
Tampa,6.0,0,0,0,1,0,1,1,0.0,0,0,0.0089873396605088,n,0.0,False,,89.0,0.0,0.0,0.5
Tarzan,26.0,0,0,0,0,0,2,0,0.0,0,0,0.0053231562877659,n,0.0,False,,100.0,0.0,0.0,0.5
Tea Party,49.0,0,1,0,2,0,3,0,0.0,0,3,0.0752515277742363,,0.02,False,,100.0,0.04,0.0,0.52
Texas,68.0,0,0,0,0,0,4,1,0.0,0,1,0.1134070983715195,n,0.0,False,,99.0,0.0,0.0,0.5
Thailand,41.0,0,3,0,8,0,0,0,0.0,0,2,0.3598023846714568,n,0.3,False,,100.0,0.27,0.03,0.62
Thanksgiving,74.0,0,1,0,1,0,0,5,0.0,0,0,0.0842638888357592,n,0.0,False,,100.0,0.13,0.0,0.565
Thursday,7.0,0,1,0,1,0,2,0,0.0,0,1,0.0096954341220552,n,0.0,False,,97.0,0.0,0.0,0.5
Tolkien,18.0,0,1,0,1,0,2,0,0.0,0,0,0.0140042978245225,n,0.0,False,,91.0,0.0,0.0,0.5
Tom,56.0,0,1,0,1,0,2,0,0.0,0,1,0.0224330522474427,n,0.0,False,,95.0,0.0,0.0,0.5
Tony,18.0,0,0,0,0,0,3,0,0.0,0,0,0.0162710135694263,,0.0,False,,97.0,0.0,0.0,0.5
Torah,61.0,0,2,0,3,0,0,0,0.0,0,3,0.2822853969643696,n,0.1123595505617977,False,,89.0,0.11235955056179775,0.0,0.5561797752808989
Tuesday,8.0,0,0,0,1,0,0,0,0.0,0,0,0.0081374974232117,n,0.0,False,,98.0,0.0,0.0,0.5
Tumblr,20.0,0,0,0,1,0,4,2,0.0,0,0,0.0122786120403967,,0.0,False,,95.0,0.0,0.0,0.5
Tupperware,55.0,0,0,0,1,0,2,0,0.0,0,0,0.0395554813128691,,0.0,False,,97.0,0.0,0.0,0.5
Tylenol,71.0,0,0,0,2,0,1,1,0.0,0,0,0.3141609595092198,n,0.1098901098901098,False,,91.0,0.0,0.10989010989010989,0.44505494505494503
UFO,48.0,0,0,0,0,0,1,0,0.0,0,0,0.026227238504299,n,0.0,False,,100.0,0.0,0.0,0.5
UK,78.0,0,2,0,4,0,0,0,0.0,0,2,0.1410611345037806,n,0.0404040404040404,False,,99.0,0.04040404040404041,0.0,0.5202020202020202
USA,74.0,0,6,0,8,0,5,0,0.0,0,7,0.248486612673647,n,0.1616161616161616,False,,99.0,0.13131313131313133,0.030303030303030304,0.5505050505050505
United Kingdom,75.0,0,0,0,3,0,0,0,0.0,0,0,0.174945299938157,,0.09,False,,100.0,0.09,0.0,0.545
Uranus,11.0,0,0,0,0,0,0,0,0.0,0,0,0.0040232000073904,n,0.0,False,,98.0,0.0,0.0,0.5
Valentine,38.0,0,1,0,4,0,3,2,0.0,0,1,0.327927218378471,n,0.2525252525252525,False,,99.0,0.25252525252525254,0.0,0.6262626262626263
Valium,61.0,0,0,0,3,0,4,5,0.0,0,0,0.3543234568728847,n,0.2577319587628865,False,,97.0,0.0,0.25773195876288657,0.3711340206185567
Vaseline,59.0,0,2,0,1,0,3,1,0.0,0,2,0.055620276458947,n,0.0204081632653061,False,,98.0,0.0,0.02040816326530612,0.4897959183673469
Velcro,46.0,0,0,0,0,0,4,1,0.0,0,0,0.0256655699901903,n v,0.0,False,,100.0,0.0,0.0,0.5
Venice,56.0,0,0,0,0,0,0,0,0.0,0,0,0.1016715213391655,n,0.0,False,,99.0,0.0,0.0,0.5
Venus,17.0,0,0,0,1,0,2,1,0.0,0,0,0.016805214300613,n,0.0,False,,100.0,0.0,0.0,0.5
Victorian,57.0,0,2,0,3,0,3,0,0.0,0,2,0.1763218634681438,a n s,0.1224489795918367,False,,98.0,0.12244897959183673,0.0,0.5612244897959183
Vietnam,85.0,0,3,0,2,0,1,0,0.0,0,1,0.254502108458347,n,0.0,False,,99.0,0.09090909090909091,0.0,0.5454545454545454
Virgo,36.0,0,3,0,3,0,2,0,0.0,0,3,0.1435141561061141,n,0.1063829787234042,False,,94.0,0.10638297872340426,0.0,0.5531914893617021
WIFI,15.0,0,0,0,0,0,3,1,0.0,0,0,0.0092990929705215,n,0.0,False,,100.0,0.0,0.0,0.5
Wall Street,67.0,0,2,0,4,0,1,1,0.0,0,3,0.0967235577358432,,0.04,False,,100.0,0.0,0.04,0.48
Washington,60.0,0,0,0,1,0,1,0,0.0,0,0,0.1109892224462519,n,0.0,False,,99.0,0.0,0.0,0.5
Watt,14.0,0,0,0,0,0,0,0,0.0,0,0,0.0136263507286966,n,0.0,False,,98.0,0.0,0.0,0.5
Wednesday,8.0,0,1,0,1,0,1,0,0.0,0,1,0.0058522051055025,n,0.0,False,,100.0,0.0,0.0,0.5
West Coast,25.0,0,0,0,0,0,0,0,0.0,0,0,0.0233219752388848,,0.0,False,,98.0,0.0,0.0,0.5
White House,67.0,0,1,0,2,0,1,0,0.0,0,1,0.6007882978723404,,0.47,False,,100.0,0.0,0.0,0.5
Wi-Fi,22.0,0,0,0,1,0,2,1,0.0,0,0,0.0091190246605964,,0.0,False,,99.0,0.0,0.0,0.5
Wikipedia,25.0,0,1,0,3,0,5,0,0.0,0,0,0.0555545344659996,,0.03,False,,100.0,0.03,0.0,0.515
William,47.0,0,0,0,1,0,2,0,0.0,0,0,0.0293790691760182,,0.0,False,,100.0,0.0,0.0,0.5
Xbox,70.0,0,0,0,2,0,0,1,0.0,0,0,0.0866738934745388,,0.05,False,,100.0,0.04,0.0,0.52
Xerox,64.0,0,0,0,1,0,0,0,0.0,0,0,0.0471948283082077,n v,0.0,False,,96.0,0.0,0.0,0.5
Yahoo,48.0,0,0,0,2,0,3,0,0.0,0,0,0.0582683194528237,n,0.03,False,,100.0,0.0,0.0,0.5
Yankee,37.0,0,0,0,0,0,0,0,0.0,0,0,0.0282667575378945,n s,0.0,False,,98.0,0.0,0.0,0.5
Yellowstone,11.0,0,1,0,1,0,0,0,0.0,0,0,0.0091820340662603,n,0.0,False,,96.0,0.0,0.0,0.5
Yiddish,67.0,0,1,0,4,0,1,0,0.0,0,2,0.2209846511138304,n,0.0531914893617021,False,,94.0,0.0425531914893617,0.0,0.5212765957446809
YouTube,17.0,0,1,0,1,0,1,2,0.0,0,0,0.013630368607948,,0.0,False,,99.0,0.0,0.0,0.5
Zen,50.0,0,2,0,1,0,1,5,0.0,0,2,0.1397305564941794,n,0.0,False,,96.0,0.0,0.0,0.5
Zeppelin,53.0,0,0,0,0,0,1,0,0.0,0,0,0.0583146206330374,n,0.0,False,,95.0,0.0,0.0,0.5
Zeus,77.0,0,0,0,2,0,2,0,0.0,0,2,0.3036292116236295,n,0.0303030303030303,False,,99.0,0.030303030303030304,0.0,0.5151515151515151
a,61.0,0,1,0,1,0,4,1,0.0,0,1,0.033557375807417,n,0.0,True,,193.0,0.0,0.0,0.5
a few,10.0,0,1,0,1,0,0,0,0.0,0,1,0.0126083957692759,,0.0,True,,99.0,0.0,0.0,0.5
a little,22.0,0,0,0,1,0,2,1,0.0,0,1,0.0114658720501346,,0.0,True,,99.0,0.0,0.0,0.5
a lot,18.0,0,0,0,0,0,1,0,0.0,0,0,0.0102679782195807,,0.0,True,,100.0,0.0,0.0,0.5
aardvark,45.0,0,1,0,0,0,0,0,0.0,0,1,0.0174652174880194,n,0.0,True,,95.0,0.0,0.0,0.5
ab,58.0,0,0,0,2,0,3,2,0.0,0,1,0.105337790915712,n,0.0306122448979591,True,,98.0,0.030612244897959183,0.0,0.5153061224489796
abacus,52.0,0,0,0,0,0,1,0,0.0,0,0,0.0146733669909961,n,0.0,True,,94.0,0.0,0.0,0.5
abandon,24.0,0,0,15,0,0,3,5,0.0,0,0,0.0219903884106739,n v,0.0,True,,100.0,0.03,0.0,0.515
abbey,78.0,0,2,0,8,0,1,0,0.0,0,2,0.679669588920911,n,0.4489795918367347,True,,98.0,0.4489795918367347,0.0,0.7244897959183674
abbreviation,11.0,0,0,0,0,0,0,0,0.0,0,0,0.0060195475799395,n,0.0,True,,97.0,0.0,0.0,0.5
abdicate,39.0,0,0,0,4,0,3,1,0.0,0,1,0.1060773988991016,v,0.0434782608695652,True,,92.0,0.03260869565217391,0.0,0.5163043478260869
abdomen,65.0,0,0,0,1,0,1,0,0.0,0,0,0.144376562588919,n,0.0,True,,99.0,0.0,0.0,0.5
