cue,total,cue_mfd2,response_mfd1,cue_mfd1,response_mfd2,cue_hte,response_hte,response_emotion,cue_emotion,cue_moral,response_moral,link,pos,previous_link,lower,is_synonym,degree
altitude,8.0,0,1,0,0,0,0,0,0.0,0,0,0.018241605895464065,n,0.0,True,,99.0
alto,11.0,0,0,0,0,0,0,0,0.0,0,0,0.0022108727726705257,n s,0.0,True,,89.0
altruism,59.0,32,7,0,16,0,8,4,0.0,0,11,0.3752342494093806,n,0.26666666666666666,True,,90.0
altruistic,67.0,0,3,0,13,0,6,3,0.0,0,6,0.23785074123568262,a,0.15555555555555556,True,,90.0
aluminum,7.0,0,0,0,1,0,0,0,0.0,0,0,0.0027339222233205562,n,0.0,True,,100.0
alumnus,24.0,0,1,0,1,0,1,1,0.0,0,1,0.010237903192868703,n,0.0,True,,99.0
am,5.0,0,0,0,0,0,0,0,0.0,0,0,0.0007015075376884422,n v,0.0,True,,100.0
amass,55.0,0,1,0,1,0,0,0,0.0,0,2,0.09940651892635842,v,0.05555555555555555,True,,90.0
amateur,38.0,0,0,0,2,0,5,0,0.0,0,0,0.012699236799780673,n s,0.0,True,,100.0
amaze,6.0,0,0,0,0,0,1,1,4.0,0,0,0.002924874180906378,v,0.0,True,,98.0
amazement,14.0,0,0,0,1,0,0,3,9.0,0,0,0.007908460424411169,n,0.0,True,,98.0
amazing,15.0,0,1,0,1,0,2,0,8.0,0,1,0.012310270780280153,s v,0.0,True,,99.0
ambassador,43.0,0,3,0,3,0,5,0,0.0,0,2,0.07847832149179686,n,0.04,True,,100.0
amber,22.0,0,0,0,0,0,4,1,0.0,0,0,0.0067772361203546315,n s,0.0,True,,100.0
ambiance,35.0,0,0,0,0,0,1,1,0.0,0,0,0.026124754151110985,n,0.0,True,,94.0
ambiguous,16.0,0,1,0,1,0,1,0,0.0,0,1,0.0091283202813533,s a,0.0,True,,90.0
ambition,37.0,0,1,0,1,0,1,5,0.0,0,2,0.12217811221247507,n v,0.09090909090909091,True,,99.0
ambitious,21.0,0,1,0,1,0,2,4,0.0,0,2,0.05724970956572689,s a,0.04040404040404041,True,,99.0
amble,2.0,0,0,0,0,0,0,0,0.0,0,0,0.000694800533278638,n v,0.0,True,,80.0
ambulance,50.0,0,3,0,8,0,2,3,0.0,0,3,0.08877916058707776,n,0.050505050505050504,True,,99.0
ambush,53.0,0,4,0,7,0,3,2,0.0,0,7,0.41630511466751946,n v,0.29,True,,100.0
amen,81.0,0,2,0,9,0,1,1,0.0,0,5,0.7093704607616242,n,0.52,True,,100.0
amend,73.0,0,3,0,4,18,2,1,0.0,0,4,0.15379218500066988,v,0.08163265306122448,True,,98.0
amid,42.0,0,1,0,1,0,0,0,0.0,0,1,0.0406141709634698,,0.0,True,,92.0
amino acid,48.0,0,0,0,3,0,0,0,0.0,0,2,0.058262646462574674,,0.030612244897959183,True,,98.0
ammo,88.0,0,2,0,2,0,2,0,0.0,0,2,0.17282521029821363,n,0.031914893617021274,True,,94.0
ammunition,91.0,0,2,0,2,0,2,0,0.0,0,3,0.1695803898462505,n,0.05,True,,100.0
amoeba,51.0,0,2,0,2,0,2,2,0.0,0,0,0.056604115355272114,n,0.0,True,,95.0
among,26.0,0,1,0,2,0,0,1,0.0,0,1,0.10901939240889474,,0.08247422680412371,True,,97.0
amongst,29.0,0,2,0,2,0,0,0,0.0,0,1,0.12950503711854136,,0.10101010101010101,True,,99.0
amount,52.0,0,0,0,0,0,1,1,0.0,0,0,0.025903529016541325,n v,0.0,True,,100.0
amp,6.0,0,0,0,0,0,1,0,0.0,0,0,0.002396640826873385,n,0.0,True,,86.0
amphibian,10.0,0,0,0,0,0,1,0,0.0,0,0,0.0022598553482430354,n a,0.0,True,,96.0
ample,14.0,0,0,0,0,0,1,0,0.0,0,0,0.0047900136648153045,s a,0.0,True,,96.0
amplifier,2.0,0,0,0,0,0,0,0,0.0,0,0,0.000553030303030303,n,0.0,True,,100.0
amplify,7.0,0,0,0,0,0,0,1,0.0,0,0,0.0024712307393970736,v,0.0,True,,98.0
amuse,10.0,0,2,0,2,0,3,0,9.0,0,2,0.026059065529668544,v,0.02,True,,100.0
amusement,6.0,0,0,0,0,0,0,3,6.0,0,0,0.0012586245492562794,n,0.0,True,,100.0
amusing,5.0,0,0,0,0,0,0,0,3.0,0,0,0.0015374896785632349,s v,0.0,True,,100.0
an,8.0,0,0,0,0,4,0,0,0.0,0,0,0.003347416730090971,n,0.0,True,,92.0
anagram,32.0,0,0,0,0,0,0,0,0.0,0,0,0.006689305554907072,n v,0.0,True,,94.0
anal,12.0,0,0,0,4,0,0,1,0.0,0,0,0.010091438547770702,a,0.0,True,,98.0
analog,5.0,0,0,0,2,0,1,0,0.0,0,0,0.004328912723946403,n a,0.0,True,,98.0
analogy,26.0,0,0,0,0,0,2,0,0.0,0,0,0.008149083686831229,n,0.0,True,,94.0
analysis,47.0,0,1,0,0,0,2,0,0.0,0,0,0.022643553373313533,n,0.0,True,,99.0
analyst,32.0,0,1,0,1,0,1,0,0.0,0,1,0.0137733434952796,n,0.0,True,,98.0
analytical,27.0,0,0,0,0,0,1,0,0.0,0,0,0.010751884519047027,a,0.0,True,,99.0
analyze,32.0,0,0,0,0,0,2,0,0.0,0,0,0.013780067529544252,v,0.0,True,,99.0
anarchist,55.0,22,4,0,4,0,0,0,0.0,0,2,0.2409215299350696,n,0.16161616161616163,True,,99.0
anarchy,70.0,26,6,0,13,0,2,3,0.0,0,7,0.2631601988530038,n,0.17525773195876287,True,,97.0
anatomy,62.0,0,0,0,2,0,1,0,0.0,0,1,0.02111269526740021,n,0.0,True,,99.0
ancestor,65.0,0,5,0,7,0,0,1,0.0,0,2,0.025162298520052424,n,0.010050251256281407,True,,199.0
ancestry,40.0,0,3,0,0,0,0,0,0.0,0,0,0.014488345769250293,n,0.0,True,,100.0
anchor,10.0,0,1,0,1,0,0,0,0.0,0,1,0.006453784071874524,n v,0.0,True,,100.0
anchovy,10.0,0,0,0,0,0,2,2,0.0,0,0,0.012121711738507191,n,0.0,True,,100.0
ancient,8.0,0,2,0,1,0,2,0,0.0,0,0,0.008170734002925263,n s,0.0,True,,99.0
and,8.0,0,0,0,0,0,1,0,0.0,0,0,0.0074255319148936174,,0.0,True,,100.0
android,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0004020100502512563,n,0.0,True,,100.0
anecdote,12.0,0,0,0,0,0,1,0,0.0,0,0,0.008292798818063324,n,0.0,True,,94.0
anemia,53.0,0,3,0,3,0,2,0,0.0,0,1,0.026607804725762938,n,0.0,True,,95.0
angel,155.0,50,5,0,17,0,9,3,0.0,50,12,0.3870993511396417,n,0.19597989949748743,True,,199.0
angelic,72.0,0,6,0,8,24,4,2,0.0,0,8,0.5403968965350452,s a,0.40404040404040403,True,,99.0
anger,32.0,0,0,0,1,0,4,11,18.0,0,1,0.02782441239129634,n v,0.0,True,,98.0
angle,87.0,0,0,0,5,0,7,0,0.0,0,5,0.20511230059549754,n v,0.15,True,,200.0
angled,32.0,0,0,0,2,0,5,0,0.0,0,2,0.04091357454089921,s v,0.02040816326530612,True,,98.0
angry,17.0,0,1,0,1,0,4,5,10.0,0,2,0.037428758544035025,s a,0.020202020202020204,True,,99.0
angst,41.0,0,0,0,6,21,2,10,0.0,0,2,0.05088006233510242,n,0.021739130434782608,True,,92.0
anguish,63.0,19,2,0,6,0,4,11,19.0,0,3,0.1472798852537106,n v,0.03125,True,,96.0
animal,91.0,0,4,0,6,0,10,1,0.0,0,6,0.04825917151393126,n s,0.03,True,,200.0
animate,11.0,0,0,0,1,0,0,1,0.0,0,0,0.0022438276877451823,a v,0.0,True,,99.0
animation,9.0,0,0,0,0,0,1,0,0.0,0,0,0.003279593845516241,n,0.0,True,,100.0
anime,28.0,0,1,0,1,0,4,1,0.0,0,0,0.010764148760860752,n,0.0,True,,86.0
anisette,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0003092145949288806,n,0.0,True,,49.0
ankle,19.0,0,1,0,0,0,1,0,0.0,0,0,0.0068692989290404976,n,0.0,True,,98.0
annihilate,80.0,17,3,17,7,0,0,1,0.0,17,5,0.9274410362555352,v,0.6770833333333334,True,,96.0
anniversary,18.0,0,1,0,3,0,1,2,0.0,0,1,0.005498895634699841,n,0.0,True,,97.0
announce,38.0,0,2,0,3,0,1,0,0.0,0,1,0.017283979385877685,v,0.0,True,,100.0
announcement,16.0,0,1,0,1,0,1,2,0.0,0,0,0.006361916696503163,n,0.0,True,,100.0
annoy,34.0,0,0,0,1,0,4,8,22.0,0,0,0.01646053014137376,v,0.0,True,,97.0
annoyance,31.0,0,1,0,1,0,6,8,24.0,0,2,0.04697783600841656,n,0.020202020202020204,True,,99.0
annoyed,36.0,0,1,0,1,0,4,6,13.0,0,1,0.01670582053370517,s v,0.0,True,,100.0
annoying,42.0,0,3,0,5,0,8,6,33.0,0,5,0.08045161305092624,n s v,0.05,True,,100.0
annual,7.0,0,2,0,2,0,2,0,0.0,0,2,0.030139252651887993,n s a,0.02,True,,100.0
anonymous,29.0,0,2,0,4,0,1,0,0.0,0,2,0.039204359142580705,s a,0.021739130434782608,True,,92.0
anorexia,41.0,0,4,0,4,0,5,1,0.0,0,2,0.04874159143106975,n,0.03,True,,100.0
answer,139.0,0,3,0,7,19,3,2,0.0,0,6,0.08800087817271605,n v,0.05527638190954774,True,,199.0
ant,98.0,0,1,0,0,0,2,5,0.0,0,2,0.02529311709384672,n,0.01,True,,200.0
anteater,35.0,0,1,0,0,0,1,0,0.0,0,1,0.010510276644827492,n,0.0,True,,91.0
antecedent,25.0,0,2,0,0,0,1,0,0.0,0,1,0.024569374192638407,n a,0.0,True,,74.0
antelope,20.0,0,0,0,0,0,1,0,0.0,0,0,0.009566006338052291,n,0.0,True,,97.0
antenna,28.0,0,0,0,1,0,0,2,0.0,0,0,0.005992166413493168,n,0.0,True,,99.0
anterior,6.0,0,0,0,0,0,1,0,0.0,0,0,0.0022248086467709935,n s a,0.0,True,,79.0
anthem,48.0,0,4,0,3,0,2,0,0.0,0,1,0.0419879677279574,n,0.0,True,,97.0
anthill,44.0,0,3,0,1,0,1,3,0.0,0,2,0.07680515392951466,n,0.05319148936170213,True,,94.0
anthropology,61.0,0,0,0,1,0,1,1,0.0,0,0,0.025101842927570436,n,0.0,True,,97.0
anti,70.0,0,2,0,3,0,4,0,0.0,0,4,0.12517753164917558,n a,0.061224489795918366,True,,98.0
antibiotic,156.0,0,7,0,17,0,8,3,0.0,0,8,0.14535084841018742,n a,0.055,True,,200.0
anticipate,22.0,0,1,0,0,0,3,4,15.0,0,0,0.030503563356770774,v,0.0,True,,99.0
anticipation,15.0,0,1,0,1,0,1,4,11.0,0,1,0.018247124848329452,n,0.0,True,,99.0
antidote,79.0,0,3,0,5,0,3,0,0.0,0,3,0.1365380773689101,n,0.05,True,,100.0
antiquated,2.0,0,0,0,0,0,0,0,0.0,0,0,0.0010819199645272144,s v,0.0,True,,93.0
antique,4.0,0,0,0,0,0,1,0,0.0,0,0,0.0011123711547943258,n s v,0.0,True,,199.0
antiseptic,60.0,0,4,0,8,20,2,2,0.0,0,3,0.1914452681235801,n s a,0.09090909090909091,True,,99.0
antler,1.0,0,0,0,0,0,0,1,0.0,0,0,0.0005154639175257732,n,0.0,True,,194.0
anus,18.0,0,0,0,2,0,0,0,0.0,0,1,0.006214368279796602,n,0.0,True,,99.0
anvil,17.0,0,0,0,1,0,0,0,0.0,0,1,0.009940251927608062,n,0.0,True,,93.0
anxiety,68.0,0,2,0,2,0,2,7,18.0,0,1,0.03500962699483298,n,0.0,True,,100.0
anybody,37.0,0,1,0,1,0,0,1,0.0,0,2,0.03841329585918331,,0.020202020202020204,True,,99.0
anyone,44.0,0,1,0,0,0,0,1,0.0,0,0,0.026570257289692978,,0.0,True,,98.0
anything,19.0,0,1,0,1,0,0,0,0.0,0,1,0.010569071569709425,,0.0,True,,96.0
aorta,14.0,0,0,0,1,0,0,0,0.0,0,0,0.003184014053579271,n,0.0,True,,92.0
apache,60.0,0,0,0,1,0,0,0,0.0,0,0,0.020251944734703355,n,0.0,True,,87.0
apartheid,52.0,0,5,0,8,0,4,1,0.0,0,7,0.18096518316460034,n,0.11702127659574468,True,,94.0
apartment,75.0,0,0,0,1,0,3,0,0.0,0,0,0.012610279250216789,n,0.0,True,,199.0
apathy,30.0,0,4,0,5,0,3,6,22.0,0,2,0.06281002224762541,n,0.0449438202247191,True,,89.0
ape,23.0,0,1,0,2,0,0,1,0.0,0,0,0.005145077392344656,n v,0.0,True,,200.0
apex,14.0,0,0,0,0,0,1,0,0.0,0,1,0.006412405967104424,n,0.0,True,,92.0
aphrodisiac,16.0,0,0,0,2,5,0,1,0.0,0,0,0.008825610612275062,n a,0.0,True,,96.0
apocalypse,46.0,0,0,0,4,0,1,0,0.0,0,2,0.05001488345383144,n,0.020202020202020204,True,,99.0
apologize,77.0,0,0,0,1,12,10,6,0.0,0,1,0.03292635771330939,v,0.0,True,,97.0
apology,87.0,0,1,0,3,14,6,6,0.0,0,0,0.04233903062593096,n,0.0,True,,99.0
apostle,66.0,21,3,0,7,0,1,1,0.0,0,5,0.303439451061434,n,0.19148936170212766,True,,94.0
app,7.0,0,0,0,1,0,0,0,0.0,0,0,0.00765304568606794,,0.0,True,,99.0
apparel,14.0,0,0,0,0,0,0,0,0.0,0,0,0.008333333333333331,n v,0.0,True,,96.0
apparition,73.0,0,0,0,1,0,0,0,0.0,0,0,0.014292054123157434,n,0.0,True,,94.0
appeal,43.0,0,4,0,7,0,7,3,0.0,0,6,0.1417454834280597,n v,0.07216494845360824,True,,97.0
appealing,36.0,0,2,0,4,0,3,3,0.0,0,2,0.07734195586976403,a v,0.04040404040404041,True,,99.0
appear,34.0,0,1,0,1,0,2,0,0.0,0,1,0.015925083803761793,v,0.0,True,,99.0
appearance,49.0,0,0,0,0,0,4,1,0.0,0,0,0.04357756371448688,n,0.0,True,,95.0
appendage,46.0,0,0,0,1,0,1,0,0.0,0,0,0.017951944618347506,n,0.0,True,,90.0
appendix,34.0,0,0,0,3,0,1,1,0.0,0,0,0.01727398450388248,n,0.0,True,,99.0
appetite,3.0,0,1,0,2,0,1,0,0.0,0,2,0.03732929292929293,n,0.03,True,,100.0
appetizer,9.0,0,0,0,0,0,0,0,0.0,0,0,0.0022209087717039847,n,0.0,True,,97.0
applaud,6.0,0,0,0,1,0,0,2,0.0,0,0,0.005018987028586096,v,0.0,True,,97.0
applause,11.0,0,0,0,0,0,0,3,0.0,0,0,0.007461686858993455,n,0.0,True,,100.0
apple,108.0,0,0,0,0,0,2,0,0.0,0,0,0.013150609039348792,n,0.0,True,,200.0
apple juice,26.0,0,0,0,1,0,1,0,0.0,0,1,0.009719641980948514,,0.0,True,,99.0
apple pie,39.0,0,2,0,2,0,3,0,0.0,0,2,0.04655309239130684,,0.02,True,,100.0
applesauce,19.0,0,3,0,3,0,2,2,0.0,0,2,0.03375703875055315,n,0.020618556701030927,True,,97.0
appliance,25.0,0,0,0,0,0,1,1,0.0,0,0,0.008005268977397662,n,0.0,True,,97.0
application,39.0,0,0,0,0,0,0,0,0.0,0,0,0.013903304173261551,n,0.0,True,,100.0
apply,45.0,0,2,0,1,0,2,0,0.0,0,1,0.054040283660793595,v,0.030612244897959183,True,,98.0
appoint,43.0,0,3,0,1,0,3,0,0.0,0,1,0.026293634708672187,v,0.0,True,,100.0
appointment,68.0,0,0,0,1,0,3,0,0.0,0,0,0.03552742949338562,n,0.0,True,,99.0
appraisal,55.0,0,3,0,4,0,5,2,0.0,0,4,0.23832538810858395,n,0.15730337078651685,True,,89.0
appraise,62.0,0,2,0,3,0,5,1,0.0,0,3,0.39056742699907154,v,0.27472527472527475,True,,91.0
appreciate,33.0,0,3,0,5,0,0,7,18.0,0,3,0.10680072530833792,v,0.07142857142857142,True,,98.0
appreciation,50.0,0,2,0,5,0,2,9,21.0,0,3,0.09332355557078893,n,0.050505050505050504,True,,99.0
apprehend,52.0,0,0,0,4,0,3,3,0.0,0,4,0.26988611372891175,v,0.15625,True,,96.0
apprehension,52.0,0,0,0,1,0,2,5,14.0,0,1,0.01938712662412234,n,0.0,True,,93.0
apprentice,35.0,0,1,0,5,0,4,0,0.0,0,2,0.08700965472091403,n v,0.06060606060606061,True,,99.0
approach,21.0,0,2,0,2,0,2,1,0.0,0,3,0.05984537106743986,n v,0.04,True,,100.0
appropriate,72.0,0,4,0,5,0,10,1,0.0,0,5,0.5735954565627706,a v,0.36,True,,100.0
approval,55.0,0,3,0,3,0,7,5,0.0,0,3,0.15949202590845749,n,0.10101010101010101,True,,99.0
approve,64.0,0,4,0,4,0,4,2,0.0,0,4,0.21028666842118485,v,0.1134020618556701,True,,97.0
approximate,11.0,0,1,0,1,0,1,1,0.0,0,1,0.01015758366509592,s v,0.0,True,,99.0
approximation,3.0,0,0,0,0,0,0,0,0.0,0,0,0.004657623262429325,n,0.0,True,,97.0
apricot,45.0,0,0,0,1,0,0,0,0.0,0,0,0.017259806839523606,n,0.0,True,,99.0
apron,38.0,0,3,0,2,0,4,0,0.0,0,3,0.042830049663121726,n,0.030612244897959183,True,,98.0
aptitude,47.0,0,2,0,1,0,3,0,0.0,0,1,0.019996580938891614,n,0.0,True,,95.0
aqua,66.0,0,0,0,0,0,0,0,0.0,0,0,0.013777272727272728,n,0.0,True,,100.0
aquarium,15.0,0,0,0,0,0,0,0,0.0,0,0,0.007624242424242424,n,0.0,True,,100.0
arachnid,90.0,0,1,0,1,0,0,2,0.0,0,0,0.020492135170835337,n,0.0,True,,95.0
arc,26.0,0,1,0,2,0,2,0,0.0,0,1,0.017522147803849964,n v,0.0,True,,98.0
arcade,60.0,0,0,0,0,0,1,0,0.0,0,0,0.006853825516209602,n,0.0,True,,100.0
arch,38.0,0,2,0,3,0,2,0,0.0,0,4,0.11702979081204024,n s v,0.061224489795918366,True,,98.0
archeology,29.0,0,2,0,1,0,2,0,0.0,0,1,0.02486860819247754,n,0.0,True,,100.0
archery,50.0,0,1,0,2,0,0,0,0.0,0,2,0.0384952779307494,n,0.020202020202020204,True,,99.0
architect,50.0,0,0,0,0,0,3,0,0.0,0,0,0.012811729019370043,n,0.0,True,,98.0
architecture,73.0,0,0,0,2,0,1,0,0.0,0,0,0.023652147115350578,n,0.0,True,,99.0
archive,21.0,0,1,0,0,0,3,0,0.0,0,0,0.015064422149380667,n v,0.0,True,,98.0
arctic,3.0,0,0,0,0,0,1,0,0.0,0,0,0.00292929292929293,n s,0.0,True,,99.0
are,14.0,0,0,0,0,0,0,0,0.0,0,0,0.0060499708689253796,n v,0.0,True,,95.0
area,19.0,0,0,0,0,0,1,0,0.0,0,0,0.0069767011880175105,n,0.0,True,,99.0
arena,38.0,0,2,0,2,0,1,0,0.0,0,2,0.07644810047262411,n,0.05,True,,100.0
argue,74.0,0,2,0,4,0,3,1,0.0,0,4,0.4823400574905463,v,0.41,True,,100.0
argument,47.0,0,3,0,3,0,3,2,0.0,0,3,0.35237128468689527,n,0.31,True,,100.0
argumentative,47.0,0,3,0,2,0,6,5,0.0,0,2,0.12603995807896584,a,0.06,True,,100.0
arise,14.0,0,1,0,0,0,5,1,0.0,0,1,0.00983223477265854,v,0.0,True,,97.0
aristocracy,47.0,0,4,0,5,0,4,0,0.0,0,4,0.08115096353825534,n,0.05263157894736842,True,,95.0
aristocrat,49.0,0,2,0,3,0,5,0,0.0,0,2,0.05424243964063362,n,0.031578947368421054,True,,95.0
arithmetic,6.0,0,0,0,0,0,0,0,0.0,0,0,0.0011245104102246958,n a,0.0,True,,98.0
arm,66.0,0,3,0,7,0,4,1,0.0,0,2,0.051155828400219525,n v,0.015306122448979591,True,,196.0
armada,35.0,0,2,0,2,0,2,0,0.0,0,2,0.09082414863829535,n,0.05319148936170213,True,,94.0
armchair,25.0,0,1,0,1,0,2,2,0.0,0,0,0.010483584311984581,n,0.0,True,,99.0
armed,84.0,0,3,0,2,0,4,1,0.0,0,1,0.15351938485459662,a v,0.02,True,,100.0
armed forces,92.0,0,4,0,4,0,3,1,0.0,0,3,0.20966523850071525,,0.07,True,,100.0
armor,59.0,0,5,0,3,0,1,0,0.0,0,3,0.18965804068707875,n v,0.11,True,,100.0
armpit,21.0,0,2,0,1,0,1,1,0.0,0,0,0.009789964157444488,n,0.0,True,,100.0
army,81.0,0,6,0,7,0,2,0,0.0,0,5,0.2619296666989678,n,0.13131313131313133,True,,99.0
aroma,73.0,0,0,0,1,0,2,1,0.0,0,0,0.04994947502080146,n,0.0,True,,100.0
aromatic,30.0,0,0,0,0,0,3,1,0.0,0,0,0.02043034422901357,s a,0.0,True,,98.0
arousal,19.0,0,1,0,3,0,4,3,9.0,0,1,0.00816503299427682,n,0.0,True,,97.0
arouse,12.0,0,0,0,2,0,0,2,5.0,0,0,0.004006912822907825,v,0.0,True,,99.0
arrange,38.0,0,3,0,2,0,0,0,0.0,0,0,0.028673225967190682,v,0.0,True,,98.0
arrangement,43.0,0,3,0,5,0,2,0,0.0,0,2,0.05297083061150233,n,0.02040816326530612,True,,98.0
array,18.0,0,4,0,4,0,3,0,0.0,0,4,0.06658371527794411,n v,0.05263157894736842,True,,95.0
arrest,70.0,23,1,0,4,0,7,0,0.0,23,6,0.42143406956479973,n v,0.23,True,,100.0
arrested,72.0,22,3,0,4,0,4,2,0.0,22,11,0.5216444319101174,v,0.32,True,,100.0
arrival,9.0,0,0,0,0,0,1,0,0.0,0,0,0.0029676640779655854,n,0.0,True,,100.0
arrive,13.0,0,0,0,1,0,0,0,0.0,0,0,0.004989172270064706,v,0.0,True,,98.0
arriving,13.0,0,0,0,1,0,1,1,0.0,0,0,0.003646840896401198,v,0.0,True,,100.0
arrogance,46.0,0,1,0,2,0,6,7,0.0,0,3,0.10858058044017677,n,0.042105263157894736,True,,95.0
arrow,62.0,0,1,0,2,0,5,1,0.0,0,2,0.027258048416979756,n,0.010101010101010102,True,,198.0
arse,16.0,0,0,0,1,0,3,1,0.0,0,0,0.01142785054915675,n,0.0,True,,96.0
arsenic,71.0,0,1,0,2,0,3,0,0.0,0,1,0.06464753025578919,n,0.0,True,,96.0
art,69.0,0,1,0,1,0,6,2,0.0,0,2,0.03083752885789828,n,0.015,True,,200.0
artery,32.0,0,1,0,2,0,0,0,0.0,0,1,0.010697255752826151,n,0.0,True,,95.0
arthritis,67.0,0,3,0,2,0,2,3,0.0,0,1,0.13981128866798845,n,0.0,True,,97.0
artichoke,43.0,0,1,0,2,0,0,1,0.0,0,1,0.02808535074372278,n,0.0,True,,98.0
article,41.0,0,0,0,1,0,0,0,0.0,0,1,0.011913400566901575,n v,0.0,True,,100.0
articulate,39.0,0,0,0,0,0,1,0,0.0,0,0,0.013047437798610813,a v,0.0,True,,98.0
artifact,19.0,0,2,0,2,0,2,0,0.0,0,2,0.03463898450197804,n,0.02,True,,100.0
artificial,66.0,0,1,0,1,0,5,0,0.0,0,1,0.04945066030763961,s a,0.0,True,,100.0
artillery,77.0,0,1,0,1,0,2,0,0.0,0,1,0.11503970318578036,n,0.0,True,,99.0
artisan,24.0,0,0,0,1,0,2,0,0.0,0,0,0.00895220506661337,n,0.0,True,,97.0
artist,13.0,0,0,0,0,0,0,0,0.0,0,0,0.007119049542136174,n,0.0,True,,100.0
artistic,16.0,0,0,0,0,0,2,1,0.0,0,0,0.01201864176160936,s a,0.0,True,,100.0
artsy,19.0,0,0,0,0,0,1,0,0.0,0,0,0.006346560365401065,,0.0,True,,95.0
artwork,11.0,0,1,0,1,0,2,0,0.0,0,1,0.004716441405714347,n,0.0,True,,99.0
as,25.0,0,1,0,4,0,4,0,0.0,0,1,0.024796039857488558,n r,0.0,True,,100.0
as well,11.0,0,2,0,2,0,3,0,0.0,0,2,0.037649758330105365,,0.02127659574468085,True,,94.0
ascend,13.0,0,0,0,2,0,3,1,0.0,0,0,0.024368011750154607,v,0.0,True,,100.0
ascent,15.0,0,1,0,1,0,4,0,0.0,0,1,0.014364856643983688,n,0.0,True,,97.0
ascertain,31.0,0,0,0,1,0,2,1,0.0,0,0,0.02635143063744748,v,0.0,True,,88.0
ash,48.0,0,1,0,4,19,2,0,0.0,0,2,0.04426645172298525,n v,0.01,True,,200.0
ashamed,43.0,0,3,0,4,0,7,6,16.0,0,4,0.1261879185719789,a,0.07,True,,100.0
ashtray,85.0,0,4,0,5,0,4,3,0.0,0,3,0.12258920358058409,n,0.061224489795918366,True,,98.0
aside,14.0,0,0,0,2,0,2,0,0.0,0,2,0.03865188227786039,n r,0.020618556701030927,True,,97.0
ask,54.0,0,0,0,0,0,2,0,0.0,0,0,0.01460314136430099,v,0.0,True,,100.0
asking,54.0,0,1,0,3,0,3,2,0.0,0,2,0.06837222321875258,n v,0.04040404040404041,True,,99.0
asleep,28.0,0,1,0,0,0,3,1,0.0,0,1,0.028128571428571426,s r a,0.02,True,,100.0
asparagus,65.0,0,1,0,2,0,1,1,0.0,0,2,0.04831415905425497,n,0.020618556701030927,True,,97.0
aspect,25.0,0,1,0,2,0,4,2,0.0,0,1,0.023348878207536023,n,0.0,True,,92.0
asphalt,15.0,0,0,0,0,0,0,0,0.0,0,0,0.007292090467579323,n v,0.0,True,,98.0
asphyxiate,65.0,0,1,0,4,0,0,0,0.0,0,1,0.06442125435081829,v,0.0,True,,96.0
aspiration,53.0,0,1,0,0,0,0,4,0.0,0,0,0.06776370039192413,n,0.0,True,,99.0
aspire,41.0,0,0,0,1,0,1,4,0.0,0,0,0.03617378482454474,v,0.0,True,,97.0
aspirin,58.0,0,1,0,5,0,1,2,0.0,0,0,0.07689851730338254,n,0.0,True,,99.0
ass,55.0,0,2,0,3,0,3,0,0.0,0,2,0.1130615641590029,n,0.0625,True,,96.0
assassin,84.0,17,6,0,7,0,3,0,0.0,17,7,0.8072533941026052,n,0.5306122448979592,True,,98.0
assassination,66.0,13,4,0,5,0,1,0,0.0,13,5,0.8075511777890925,n,0.5555555555555556,True,,99.0
assault,72.0,27,7,0,13,0,7,3,0.0,0,9,0.5600772578135915,n v,0.39,True,,100.0
assemble,50.0,0,2,0,1,0,1,0,0.0,0,1,0.1496649900726659,v,0.12121212121212122,True,,99.0
assembly,66.0,0,2,0,4,0,0,1,0.0,0,3,0.20594884046972795,n,0.1326530612244898,True,,98.0
assert,54.0,0,4,0,7,30,11,5,0.0,0,4,0.12230752658306673,v,0.0625,True,,96.0
assertive,40.0,0,1,0,2,0,6,4,0.0,0,0,0.04007509678822714,a,0.0,True,,95.0
assessment,76.0,0,3,0,2,0,6,1,0.0,0,2,0.05397749003073936,n,0.03,True,,100.0
asset,134.0,0,6,0,9,0,8,3,0.0,0,5,0.1145612125318922,n,0.06153846153846154,True,,195.0
asshole,71.0,0,1,0,1,0,5,2,0.0,25,2,0.1706264032359327,n,0.04040404040404041,True,,99.0
assign,47.0,0,3,0,2,0,3,1,0.0,0,2,0.043714292894730666,v,0.020202020202020204,True,,99.0
assignment,84.0,0,0,0,0,0,2,1,0.0,0,0,0.031996184930246876,n,0.0,True,,99.0
assimilate,41.0,0,2,0,2,0,1,1,0.0,0,1,0.07751786906358324,v,0.030927835051546393,True,,97.0
assist,81.0,0,1,0,3,0,0,0,0.0,0,4,0.9648003748828491,n v,0.72,True,,100.0
assistance,90.0,0,0,0,1,0,1,0,0.0,14,2,1.0215560453784072,n,0.76,True,,100.0
assistant,76.0,0,1,0,6,0,2,0,0.0,0,3,0.5114934623967173,n s,0.40404040404040403,True,,99.0
associate,60.0,0,5,0,7,0,1,1,0.0,0,5,0.09972428160925706,n s v,0.050505050505050504,True,,99.0
associated,37.0,0,3,0,4,0,1,1,0.0,0,2,0.10257789468374309,v,0.061224489795918366,True,,98.0
association,65.0,0,3,0,9,0,0,0,0.0,0,2,0.18367111638919387,n,0.12371134020618557,True,,97.0
